Scheme ID,Layer1_data_transmission,Layer1_compute_cycles,Layer1_resource_limit,Layer1_mapping_design,Layer2_data_transmission,Layer2_compute_cycles,Layer2_resource_limit,Layer2_mapping_design,Layer3_data_transmission,Layer3_compute_cycles,Layer3_resource_limit,Layer3_mapping_design,Layer4_data_transmission,Layer4_compute_cycles,Layer4_resource_limit,Layer4_mapping_design,Layer5_data_transmission,Layer5_compute_cycles,Layer5_resource_limit,Layer5_mapping_design,Layer6_data_transmission,Layer6_compute_cycles,Layer6_resource_limit,Layer6_mapping_design,Layer7_data_transmission,Layer7_compute_cycles,Layer7_resource_limit,Layer7_mapping_design,Layer8_data_transmission,Layer8_compute_cycles,Layer8_resource_limit,Layer8_mapping_design,Layer9_data_transmission,Layer9_compute_cycles,Layer9_resource_limit,Layer9_mapping_design,Layer10_data_transmission,Layer10_compute_cycles,Layer10_resource_limit,Layer10_mapping_design,Total data transmission,Total compute cycles,Total resource
101,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",37184592.0,82820.0,55
102,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34945104.0,78446.0,57
103,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",1492992.0,5832,8,"[4.0, 4.0, 32, 128]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36438096.0,82820.0,59
104,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",2604800.0,12210,6,"[4.0, 5.0, 25, 85]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35572048.0,87522.0,60
105,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",2604800.0,12210,6,"[4.0, 5.0, 25, 85]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36691792.0,88980.0,59
106,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36201552.0,85736.0,55
107,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",33962064.0,81362.0,57
108,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35081808.0,82820.0,56
109,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32842320.0,78446.0,58
110,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",1492992.0,5832,8,"[4.0, 4.0, 32, 128]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34335312.0,82820.0,60
111,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",2604800.0,12210,6,"[4.0, 5.0, 25, 85]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34589008.0,88980.0,60
112,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35235408.0,85958.0,56
113,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32995920.0,81584.0,58
114,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34115664.0,83042.0,57
115,317520.0,7560,3,"[6.0, 7.0, 3.0, 25]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",31876176.0,78668.0,59
116,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38322480.0,84392.0,55
117,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36082992.0,80018.0,57
118,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",37202736.0,81476.0,56
119,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34963248.0,77102.0,58
120,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",1492992.0,5832,8,"[4.0, 4.0, 32, 128]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36456240.0,81476.0,60
121,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",2604800.0,12210,6,"[4.0, 5.0, 25, 85]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36709936.0,87636.0,60
122,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36219696.0,84392.0,56
123,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",33980208.0,80018.0,58
124,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35099952.0,81476.0,57
125,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32860464.0,77102.0,59
126,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35253552.0,84614.0,57
127,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",33014064.0,80240.0,59
128,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34133808.0,81698.0,58
129,335664.0,6216,4,"[4.0, 18.0, 3.0, 16]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",31894320.0,77324.0,60
130,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38269056.0,84448.0,55
131,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36029568.0,80074.0,57
132,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",37149312.0,81532.0,56
133,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34909824.0,77158.0,58
134,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",1492992.0,5832,8,"[4.0, 4.0, 32, 128]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36402816.0,81532.0,60
