Scheme ID,Layer1_data_transmission,Layer1_compute_cycles,Layer1_resource_limit,Layer1_mapping_design,Layer2_data_transmission,Layer2_compute_cycles,Layer2_resource_limit,Layer2_mapping_design,Layer3_data_transmission,Layer3_compute_cycles,Layer3_resource_limit,Layer3_mapping_design,Layer4_data_transmission,Layer4_compute_cycles,Layer4_resource_limit,Layer4_mapping_design,Layer5_data_transmission,Layer5_compute_cycles,Layer5_resource_limit,Layer5_mapping_design,Layer6_data_transmission,Layer6_compute_cycles,Layer6_resource_limit,Layer6_mapping_design,Layer7_data_transmission,Layer7_compute_cycles,Layer7_resource_limit,Layer7_mapping_design,Layer8_data_transmission,Layer8_compute_cycles,Layer8_resource_limit,Layer8_mapping_design,Layer9_data_transmission,Layer9_compute_cycles,Layer9_resource_limit,Layer9_mapping_design,Layer10_data_transmission,Layer10_compute_cycles,Layer10_resource_limit,Layer10_mapping_design,Total data transmission,Total compute cycles,Total resource
135,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",2604800.0,12210,6,"[4.0, 5.0, 25, 85]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36656512.0,87692.0,60
136,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36166272.0,84448.0,56
137,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",33926784.0,80074.0,58
138,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35046528.0,81532.0,57
139,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32807040.0,77158.0,59
140,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35200128.0,84670.0,57
141,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32960640.0,80296.0,59
142,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34080384.0,81754.0,58
143,282240.0,6272,4,"[6.0, 10.0, 3.0, 16]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",31840896.0,77380.0,60
144,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38266536.0,84836.0,55
145,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36027048.0,80462.0,57
146,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",37146792.0,81920.0,56
147,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34907304.0,77546.0,58
148,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",1492992.0,5832,8,"[4.0, 4.0, 32, 128]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36400296.0,81920.0,60
149,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",2604800.0,12210,6,"[4.0, 5.0, 25, 85]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36653992.0,88080.0,60
150,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36163752.0,84836.0,56
151,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",33924264.0,80462.0,58
152,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35044008.0,81920.0,57
153,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32804520.0,77546.0,59
154,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35197608.0,85058.0,57
155,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32958120.0,80684.0,59
156,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34077864.0,82142.0,58
157,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",31838376.0,77768.0,60
158,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38249664.0,85021.0,56
159,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36010176.0,80647.0,58
160,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",37129920.0,82105.0,57
161,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34890432.0,77731.0,59
162,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36146880.0,85021.0,57
163,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",33907392.0,80647.0,59
164,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35027136.0,82105.0,58
165,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32787648.0,77731.0,60
166,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35180736.0,85243.0,58
167,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32941248.0,80869.0,60
168,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34060992.0,82327.0,59
169,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38246691.0,84926.0,57
